"id","name","code","user_type_id/id","chart_template_id/id","tag_ids/id","reconcile"
"account_account_118500","備抵呆帳－應收票據",118500,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_119000","應收帳款淨額",119000,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_119200","備抵銷售退回及折讓",119200,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_119300","應收分期帳款",119300,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_119400","未實現利息收入",119400,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_119500","應收租賃款",119500,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_119600","未賺得融資收益",119600,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_119700","應收帳款－關係人",119700,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_119800","備抵呆帳－應收帳款",119800,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_120000","應收建造合約款",120000,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_121000","其他應收款",121000,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_121100","應收收益",121100,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_121200","其他應收款－關係人",121200,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_121300","其他應收款－其他",121300,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_121400","備抵呆帳－其他應收款",121400,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_121800","成本差異",121800,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_122000","本期所得稅資產",122000,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_122100","應收所得稅退稅款",122100,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_122200","預付所得稅",122200,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_123000","存貨",123000,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_123200","寄銷品",123200,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_123400","備抵存貨跌價損失(買賣業)",123400,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_123500","製成品",123500,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_123600","副產品",123600,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_123700","在製品",123700,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_123800","委外加工",123800,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_123900","原料",123900,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_124000","物料",124000,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_124100","在途原物料",124100,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_124200","備抵存貨跌價損失(製造業)",124200,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_124300","農產品",124300,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_124400","在建工程",124400,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_125000","生物資產－流動",125000,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_125100","生產性生物資產－流動",125100,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_125200","累計折舊—生產性生物資產—流動",125200,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_125300","累計減損—生產性生物資產—流動",125300,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_125400","生產性生物資產公允價值減出售成本累計變動數—流動",125400,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_125500","消耗性生物資產—流動",125500,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_125600","累計折舊—消耗性生物資產—流動",125600,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_125700","累計減損—消耗性生物資產—流動",125700,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_125800","消耗性生物資產公允價值減出售成本累計變動數—流動",125800,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_126000","預付款",126000,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_126100","預付薪資",126100,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_126200","預付租金",126200,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_126300","預付保險費",126300,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_126400","用品盤存",126400,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_126500","其他預付費用",126500,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_126600","預付貨款",126600,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_126700","預付投資款",126700,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_126900","留抵稅額",126900,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_127000","其他預付款項",127000,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_128000","其他流動資產",128000,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_128100","暫付款",128100,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_128200","代付款",128200,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_128300","員工借支",128300,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_128400","存出保證金",128400,"account.data_account_type_liquidity","l10n_tw.tw_chart_template","","FALSE"
"account_account_130000","非流動資產",130000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_131000","透過損益按公允價值衡量之金融資產－非流動",131000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_131100","透過損益按公允價值衡量之金融資產－非流動",131100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_131200","透過損益按公允價值衡量之金融資產評價調整—非流動",131200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_132000","備供出售金融資產－非流動",132000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_132100","備供出售金融資產－非流動",132100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_132200","備供出售金融資產評價調整—非流動",132200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_132300","累計減損－備供出售金融資產－非流動",132300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_133000","以成本衡量之金融資產—非流動",133000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_133100","以成本衡量之金融資產—非流動",133100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_133200","累計減損—以成本衡量之金融資產—非流動",133200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_134000","無活絡市場之債務工具投資－非流動",134000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_134100","無活絡市場之債務工具投資－非流動",134100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_134200","累計減損—無活絡市場之債務工具投資－非流動",134200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_135000","持有至到期日金融資產－非流動",135000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_135100","持有至到期日金融資產－非流動",135100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_135200","累計減損—持有至到期日金融資產－非流動",135200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_136000","避險之衍生金融資產－非流動",136000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_136100","避險之衍生金融資產－非流動",136100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_136200","避險之衍生金融資產評價調整－非流動",136200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_137000","採用權益法之投資",137000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_137100","採用權益法之投資",137100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_137200","累計減損—採用權益法之投資",137200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_138000","投資性不動產",138000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_138100","投資性不動產－土地－成本",138100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_138200","投資性不動產－土地－累計公允價值變動數",138200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_138300","累計減損－投資性不動產－土地",138300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_138400","投資性不動產－建築物－成本",138400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_138500","投資性不動產－建築物－重估增值",138500,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_138600","投資性不動產－建築物－累計公允價值變動數",138600,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_138700","累計折舊－投資性不動產－建築物",138700,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_138800","累計減損－投資性不動產－建築物",138800,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_139000","不動產、廠房及設備",139000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_139100","土地－成本",139100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_139200","土地－重估增值",139200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_139300","累計減損－土地",139300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_140100","土地改良物－成本",140100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_140200","土地改良物－重估增值",140200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_140300","累計折舊－土地改良物",140300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_140400","累計減損－土地改良物",140400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_141100","房屋及建築－成本",141100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_141200","房屋及建築－重估增值",141200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_141300","累計折舊－房屋及建築",141300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_141400","累計減損－房屋及建築",141400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_142100","機器設備－成本",142100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_142200","累計折舊－機器設備",142200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_142300","累計減損－機器設備",142300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_143100","辦公設備－成本",143100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_143200","累計折舊－辦公設備",143200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_143300","累計減損－辦公設備",143300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_144100","租賃資產－成本",144100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_144200","累計折舊－租賃資產",144200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_144300","累計減損－租賃資產",144300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_145100","出租設備－成本",145100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_145200","累計折舊－出租設備",145200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_145300","累計減損－出租設備",145300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_146100","租賃權益改良－成本",146100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_146200","累計折舊－租賃權益改良",146200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_146300","累計減損－租賃權益改良",146300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_146400","未完工程",146400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_147000","礦產資源淨額",147000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_147100","礦產資源－成本",147100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_147200","礦產資源－重估增值",147200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_147300","累計折耗－礦產資源",147300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_147400","累計減損－礦產資源",147400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_148000","生物資產－非流動",148000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_148100","生產性生物資產－非流動",148100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_148200","累計折舊－生產性生物資產－非流動",148200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_148300","累計減損－生產性生物資產－非流動",148300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_148400","生產性生物資產公允價值減出售成本累計變動數—非流動",148400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_148500","消耗性生物資產—非流動",148500,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_148600","累計折舊—消耗性生物資產—非流動",148600,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_148700","累計減損－消耗性生物資產—非流動",148700,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_148800","消耗性生物資產公允價值減出售成本累計變動數—非流動",148800,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_149000","無形資產",149000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_149100","商標權－成本",149100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_149200","商標權－重估增值",149200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_149300","累計攤銷－商標權",149300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_149400","累計減損－商標權",149400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_150100","專利權－成本",150100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_150200","專利權－重估增值",150200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_150300","累計攤銷—專利權",150300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_150400","累計減損－專利權",150400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_151100","特許權－成本",151100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_151200","特許權－重估增值",151200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_151300","累計攤銷—特許權",151300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_151400","累計減損－特許權",151400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_152100","著作權－成本",152100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_152200","著作權－重估增值",152200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_152300","累計攤銷—著作權",152300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_152400","累計減損－著作權",152400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_153100","電腦軟體－成本",153100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_153200","電腦軟體－重估增值",153200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_153300","累計攤銷－電腦軟體",153300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_153400","累計減損－電腦軟體",153400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_154100","商譽－成本",154100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_154200","累計攤銷－商譽",154200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_154300","累計減損－商譽",154300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_155100","其他無形資產",155100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_155200","累計攤銷－其他無形資產",155200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_155300","累計減損－其他無形資產",155300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_156000","遞延所得稅資產",156000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_156100","遞延所得稅資產",156100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_157000","其他非流動資產",157000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_157100","長期應收票據",157100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_157200","長期應收款",157200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_157300","催收款項",157300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_157400","備抵呆帳－長期應收票據及款項",157400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_157500","備抵呆帳－催收款項",157500,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_157600","長期應收票據及款項－關係人",157600,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_157700","催收款項－關係人",157700,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_157800","長期預付租金",157800,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_157900","長期預付保險費",157900,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_158000","預付投資款",158000,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_158100","預付退休金",158100,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_158200","預付設備款",158200,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_158300","存出保證金",158300,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_158400","業主(股東)往來",158400,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_158500","同業往來",158500,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_158600","其他非流動資產－其他",158600,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_158700","人壽保險現金解約價值",158700,"account.data_account_type_non_current_assets","l10n_tw.tw_chart_template","","FALSE"
"account_account_200000","負債",200000,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_210000","流動負債",210000,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_211000","短期借款",211000,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_211100","銀行透支",211100,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_211200","銀行借款",211200,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_211300","短期借款－業主",211300,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_211400","短期借款－員工",211400,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_211500","短期借款－關係人",211500,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_211600","短期借款－其他",211600,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_212000","應付短期票券",212000,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_212100","應付商業本票",212100,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_212200","銀行承兌匯票",212200,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_212300","其他應付短期票券",212300,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_212400","應付短期票券折價",212400,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_213000","透過損益按公允價值衡量之金融負債－流動",213000,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_213100","透過損益按公允價值衡量之金融負債－流動",213100,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_213200","透過損益按公允價值衡量之金融負債評價調整－流動",213200,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_214000","避險之衍生金融負債－流動",214000,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_214100","避險之衍生金融負債－流動",214100,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_214200","避險之衍生金融負債評價調整－流動",214200,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_215000","以成本衡量之金融負債－流動",215000,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_215100","以成本衡量之金融負債－流動",215100,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_216000","應付票據",216000,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_216100","應付票據",216100,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_216200","應付票據－關係人",216200,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_216300","其他應付票據",216300,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
"account_account_217000","應付賬款淨額",217000,"account.data_account_type_current_liabilities","l10n_tw.tw_chart_template","","FALSE"
