"id","bic","name","street","phone","country/id"
"bank_40646",40646,"臺灣銀行松山分行","台北市信義區忠孝東路四段560號一樓及部分地下一樓","02-27293111","base.tw"
"bank_40657",40657,"臺灣銀行健行分行","台中市中區臺灣大道一段276一、二樓","04-22242141","base.tw"
"bank_40668",40668,"臺灣銀行中和分行","新北市中和區中山路二段253號一至三樓及部分地下一樓","02-22488980","base.tw"
"bank_40679",40679,"臺灣銀行太保分行","嘉義縣太保市祥和新村祥和一路東段2號","05-3620016","base.tw"
"bank_40680",40680,"臺灣銀行竹北分行","新竹縣竹北市光明六路16號一至三樓及地下一樓","03-5513111","base.tw"
"bank_40691",40691,"臺灣銀行國際金融業務分行","台北市中正區武昌街1段49號前棟3樓","02-23493456","base.tw"
"bank_40705",40705,"臺灣銀行士林分行","台北市士林區中山北路六段197號1-3樓及地下1樓","02-28367080","base.tw"
"bank_40716",40716,"臺灣銀行新莊分行","新北市新莊區新泰路85號一、二樓","02-22056699","base.tw"
"bank_40727",40727,"臺灣銀行大甲分行","台中市大甲區民生路61號一至三樓","04-26868111","base.tw"
"bank_40738",40738,"臺灣銀行新竹科學園區分行","新竹市新竹科學園區工業東六路5號2樓","03-5770050","base.tw"
"bank_40749",40749,"臺灣銀行樹林分行","新北市樹林區文化街廿七號二樓及廿九號一、二樓","02-26866511","base.tw"
"bank_40750",40750,"臺灣銀行新店分行","新北市新店區寶中路45號一、二樓","02-29180795","base.tw"
"bank_40794",40794,"臺灣銀行黎明分行","台中市南屯區大業路607號一至三樓及地下一樓","04-22551178","base.tw"
"bank_40808",40808,"臺灣銀行民生分行","台北市松山區復興北路167號一、二樓","02-27192081","base.tw"
"bank_40819",40819,"臺灣銀行永康分行","台南市永康區小東路513號一、二樓","06-3125411","base.tw"
"bank_40820",40820,"臺灣銀行三多分行","高雄市苓雅區新光路142號一至三樓","07-3349341","base.tw"
"bank_40831",40831,"臺灣銀行紐約分行","100 Wall Street, 11th Floor, New York NY 10005 USA","1-212-968-8128",
"bank_40853",40853,"臺灣銀行臺北世貿中心分行","台北市信義區基隆路一段333號3樓","02-27200315","base.tw"
"bank_40864",40864,"臺灣銀行大安分行","台北市大安區敦化南路2段69號1樓及65號7樓","02-27553121","base.tw"
"bank_40875",40875,"臺灣銀行華江分行","新北市板橋區中山路一段293-2號一至三樓","02-29610101","base.tw"
"bank_40886",40886,"臺灣銀行潮州分行","屏東縣潮州鎮新生路13-2號一至六樓及地下一樓","08-7883384","base.tw"
"bank_40897",40897,"臺灣銀行蘇澳分行","宜蘭縣蘇澳鎮中山路1段97號一、二樓","03-9962566","base.tw"
"bank_40901",40901,"臺灣銀行大雅分行","台中市大雅區中清路三段1080號1至5樓及地下1樓","04-25683330","base.tw"
"bank_40912",40912,"臺灣銀行楠梓分行","高雄市楠梓區楠梓路201號一至三樓","07-3532115","base.tw"
"bank_40923",40923,"臺灣銀行臺中工業區分行","台中市西屯區工業區一路196號一至三樓及地下一樓","04-23597850","base.tw"
"bank_40945",40945,"臺灣銀行洛杉磯分行","601 S. FIGUEROA ST. 45TH FL., SUITE 4525  L A,  CA90017 USA","1-213-629-6600",
"bank_41067",41067,"臺灣銀行敦化分行","台北市松山區敦化北路205號1樓","02-25455111","base.tw"
"bank_41078",41078,"臺灣銀行南港分行","台北市南港區南港路二段95號1樓","02-26516706","base.tw"
"bank_41089",41089,"臺灣銀行和平分行","台北市大安區和平東路一段180號一至三樓","02-23687027","base.tw"
"bank_41090",41090,"臺灣銀行水湳分行","台中市北屯區崇德路二段416號一、二樓","04-22468130","base.tw"
"bank_41104",41104,"臺灣銀行中崙分行","台北市松山區南京東路五段184號一樓、188號2樓之8、188號2樓之9","02-27698618","base.tw"
"bank_41115",41115,"臺灣銀行土城分行","新北市土城區中央路二段338、340號一樓及342、344號一至三樓","02-22703791","base.tw"
"bank_41148",41148,"臺灣銀行香港分行","香港中環皇后大道中28號中匯大廈23樓","852-2521-0567",
"bank_41159",41159,"臺灣銀行桃園國際機場分行","桃園縣大園鄉埔心村航站南路15號一至三樓及地下一樓","03-3982166","base.tw"
"bank_41160",41160,"臺灣銀行大昌分行","高雄市三民區九如一路五四○號一、二樓及地下一樓","07-3891036","base.tw"
"bank_41171",41171,"臺灣銀行東京分行","7TH FL. FUKOKU SEIMEI BL, 2-2-2 UCHISAIWAICHO 2-CHOME CHIYODA-KU,TOKYO JAPAN","81-3-3504-8881",
"bank_41182",41182,"臺灣銀行五甲分行","高雄市鳳山區五甲二路168號一至三樓","07-7170730","base.tw"
"bank_41193",41193,"臺灣銀行博愛分行","高雄市左營區裕誠路394號一、二樓","07-5567690","base.tw"
"bank_41207",41207,"臺灣銀行中莊分行","高雄市大寮區鳳屏一路339號一至三樓","07-7038838","base.tw"
"bank_41218",41218,"臺灣銀行平鎮分行","桃園縣平鎮市環南路二段11號一至三樓及地下一樓","03-4945688","base.tw"
"bank_41229",41229,"臺灣銀行仁愛分行","台北市中正區仁愛路二段99號一、二樓","02-23975936","base.tw"
"bank_41230",41230,"臺灣銀行南崁分行","桃園縣蘆竹鄉南崁路一段81號一樓、85號一樓、83號二樓之一及二樓之二","03-3529191","base.tw"
"bank_41241",41241,"臺灣銀行圓山分行","台北市中山區林森北路577號一至四樓","02-25976699","base.tw"
"bank_41355",41355,"臺灣銀行五股分行","新北市五股區中興路四段42號一至三樓","02-22936699","base.tw"
"bank_41366",41366,"臺灣銀行大裡分行","台中市大裡區國光路二段481號一、二、三樓及地下一、二樓","04-24180211","base.tw"
"bank_41377",41377,"臺灣銀行安南分行","台南市安南區安和路二段298號1-3樓","06-3555111","base.tw"
"bank_41388",41388,"臺灣銀行新加坡分行","80 Raffles Place #28-20 UOB Plaza 2, Singapore 048624","65-6536-5536",
"bank_41414",41414,"臺灣銀行西屯分行","台中市西屯區青海路二段41號一至三樓及地下一樓","04-23128528","base.tw"
"bank_41425",41425,"臺灣銀行天母分行","台北市士林區中山北路七段18號一、二樓及部分地下一樓","02-28755222","base.tw"
"bank_41436",41436,"臺灣銀行鹿港分行","彰化縣鹿港鎮鹿工路2號一樓","04-7810168","base.tw"
"bank_41447",41447,"臺灣銀行內壢分行","桃園縣中壢市興農路125號一、二樓","03-4618519","base.tw"
"bank_41469",41469,"臺灣銀行臺南科學園區分行","台南市新市區南科三路15號1樓","06-5051701","base.tw"
"bank_41470",41470,"臺灣銀行虎尾分行","雲林縣虎尾鎮林森路二段369號一至二樓、371號一至二樓及373號一樓","05-6337367","base.tw"
"bank_41481",41481,"臺灣銀行淡水分行","新北市淡水區中山路93號一至三樓及地下一樓","02-26281111","base.tw"
"bank_41539",41539,"臺灣銀行內湖分行","台北市內湖區內湖路一段396號一、二樓及398號一樓","02-87977933","base.tw"
"bank_41540",41540,"臺灣銀行嘉北分行","嘉義市忠孝路602號一至六樓及地下一樓","05-2718911","base.tw"
"bank_41551",41551,"臺灣銀行東港分行","屏東縣東港鎮新勝街105號1-3樓","08-8323131","base.tw"
"bank_41562",41562,"臺灣銀行汐止分行","新北市汐止區大同路二段一七五號一樓","02-86926822","base.tw"
"bank_41573",41573,"臺灣銀行梧棲分行","台中市梧棲區加工出口區建五路2號一、二樓","04-26565111","base.tw"
"bank_41595",41595,"臺灣銀行小港分行","高雄市小港區宏平路410號一、二樓","07-8010399","base.tw"
"bank_41609",41609,"臺灣銀行中屏分行","屏東市中華路九號一至三樓","08-7677001","base.tw"
"bank_41610",41610,"臺灣銀行南非分行","NO.11 CRADOCK AVE. ROSEBANK 2196 JOHANNESBURG  SOUTH AFRICA","27-11-880-8008",
"bank_41621",41621,"臺灣銀行群賢分行","台北市中正區中山南路一號一樓及地下一樓","02-23411001","base.tw"
"bank_41643",41643,"臺灣銀行北大路分行","新竹市東區民權路267號","03-5354381","base.tw"
"bank_41654",41654,"臺灣銀行文山分行","台北市文山區羅斯福路六段218號一、二樓","02-86633456","base.tw"
"bank_41702",41702,"臺灣銀行太平分行","台中市太平區中興東路146號1,2樓及部分地下一樓","04-22736666","base.tw"
"bank_41713",41713,"臺灣銀行德芳分行","台中市大裡區德芳路一段六三號一樓","04-24853280","base.tw"
"bank_41724",41724,"臺灣銀行建國分行","桃園市中壢區健行路169號一、二、三樓","03-4670081","base.tw"
"bank_41768",41768,"臺灣銀行屏東農科園區分行","屏東縣長治鄉德和村農科路23號","08-7626611","base.tw"
"bank_41861",41861,"臺灣銀行東桃園分行","桃園縣桃園市經國路298、300號一、二樓","03-3263888","base.tw"
"bank_41872",41872,"臺灣銀行蘆洲分行","新北市蘆洲區三民路五十號一、二樓及部分地下一樓","02-82868686","base.tw"
"bank_41919",41919,"臺灣銀行高雄國際機場分行","高雄市小港區中山四路二號國際航廈一樓及地下室","07-8017564","base.tw"
"bank_41931",41931,"臺灣銀行永吉簡易型分行","台北市松山區松仁路三號三樓","02-27209856","base.tw"
"bank_41942",41942,"臺灣銀行東門簡易型分行","臺北市中正區東門裡15鄰紹興南街21號","02-23943168","base.tw"
"bank_41953",41953,"臺灣銀行愛國簡易型分行","台北市大安區愛國東路31號一樓","02-23960017","base.tw"
"bank_41986",41986,"臺灣銀行臺電簡易型分行","台北市中正區羅斯福路3段242號一樓","02-23667506","base.tw"
"bank_42053",42053,"臺灣銀行北府簡易型分行","新北市板橋區中山路一段161號地下一樓","02-89535968","base.tw"
"bank_42101",42101,"臺灣銀行倫敦分行","Level 5, City Tower, 40  Basinghall St. London EC2V  5DE U.K..","44-20-73824530",
"bank_42189",42189,"臺灣銀行臺北港分行","新北市八里區商港路123號2樓","02-2619-6269","base.tw"
"bank_42204",42204,"臺灣銀行臺中科學園區分行","台中市大雅區中科路6號2樓之5、之6","04-25658111","base.tw"
"bank_42215",42215,"臺灣銀行高雄科學園區分行","高雄市路竹區路科5路23號1至3樓","07-6955268","base.tw"
"bank_42237",42237,"臺灣銀行東湖分行","台北市內湖區成功路5段458號1樓","02-26305768","base.tw"
"bank_42248",42248,"臺灣銀行高榮分行","高雄市左營區重信路415號1、2、3樓","07-3432258","base.tw"
"bank_42259",42259,"臺灣銀行南港軟體園區分行","台北市南港區三重路66號2樓之2","02-27833009","base.tw"
"bank_42260",42260,"臺灣銀行龍潭分行","桃園市龍潭區東龍路142號1、2、3樓及龍青路2號1樓","03-4790888","base.tw"
"bank_42271",42271,"臺灣銀行仁德分行","台南市仁德區中正路2段899號1、2樓","06-2492389","base.tw"
"bank_42282",42282,"臺灣銀行林口分行","桃園縣龜山鄉大華村復興ㄧ路368號","03-3277299","base.tw"
"bank_42293",42293,"臺灣銀行木柵分行","台北市文山區新光路一段145號1.2樓","02-86615115","base.tw"
"bank_42307",42307,"臺南創新園區分行","臺南市安南區科技公園大道18號","06-3842585","base.tw"
"bank_42363",42363,"臺灣銀行武昌分行","台北市中正區武昌街1段49號","02-23493456","base.tw"
"bank_42385",42385,"臺灣銀行臺北分行","台北市中山區松江路80號","02-25435790","base.tw"
"bank_42396",42396,"臺灣銀行金山分行","台北市大安區金山南路2段189號1至4樓","02-23413006","base.tw"
"bank_42400",42400,"臺灣銀行信安分行","台北市大安區信義路3段132號1至3樓及地下1樓","02-27057905","base.tw"
"bank_42411",42411,"臺灣銀行劍潭分行","台北市士林區承德路4段174號1、2樓","02-28831633","base.tw"
"bank_42422",42422,"臺灣銀行萬華分行","台北市萬華區貴陽街2段26號1、2樓及地下室","02-23830066","base.tw"
"bank_42433",42433,"臺灣銀行板新分行","新北市板橋區文化路1段268號1樓","02-22540560","base.tw"
"bank_42444",42444,"臺灣銀行新永和分行","新北市永和區仁愛路91、93、95、97、99號,1及2樓","02-29211808","base.tw"
"bank_42455",42455,"臺灣銀行南新莊分行","新北市新莊區中正路653、653之1號","02-29012999","base.tw"
"bank_42466",42466,"臺灣銀行桃興分行","桃園縣桃園市延平路28之8號1-3樓","03-3645566","base.tw"
"bank_42477",42477,"臺灣銀行新明分行","桃園縣中壢市新明路7號1、2樓及地下1樓","03-4951301","base.tw"
"bank_42488",42488,"臺灣銀行六家分行","新竹縣竹北市光明六路東一段310、312號","03-6585858","base.tw"
"bank_42499",42499,"臺灣銀行北臺中分行","台中市北區進化北路369號1~3樓","04-22077412","base.tw"
"bank_42525",42525,"臺灣銀行嘉南分行","嘉義市中興路353號1、2樓B室","05-2348686","base.tw"
"bank_42536",42536,"臺灣銀行南都分行","台南市中西區忠義路2段180號","06-2219999","base.tw"
"bank_42558",42558,"臺灣銀行北高雄分行","高雄市左營區博愛二路106號1、2樓","07-5581900","base.tw"
"bank_42569",42569,"臺灣銀行成功分行","高雄市苓雅區成功一路261號","07-2512031","base.tw"
"bank_42570",42570,"臺灣銀行北花蓮分行","花蓮縣花蓮市林森路281號一、二樓","03-8361163","base.tw"
"bank_42709",42709,"臺灣銀行新湖分行","台北市內湖區行愛路188號","02-87927988","base.tw"
"bank_42710",42710,"臺灣銀行五福分行","高雄市苓雅區四維二路52號一、二樓","07-7271606","base.tw"
"bank_42721",42721,"臺灣銀行六甲頂分行","台南市永康區中正南路41號1樓及41之1號2樓","06-2810991","base.tw"
"bank_42776",42776,"臺灣銀行上海分行","中國大陸上海市靜安區南京西路1788號30樓","86-21-3256-9900",
"bank_42787",42787,"臺灣銀行中都分行","台中市西屯區臺灣大道三段99號1樓","04-22589611","base.tw"
"bank_42798",42798,"臺灣銀行臺北國際機場分行","台北市松山區敦化北路340之9號及338之4號","02-27187628","base.tw"
"bank_42802",42802,"新莊副都心分行","頭前路119號1樓及121號1-3樓","02-22773000","base.tw"
"bank_42813",42813,"臺灣銀行孟買代表人辦事處","Regus Platina, 9th Floor, Platina, C-59, G Block, Bandra-Kurla Complex, Bandra(East), Mumbai - 400051, Maharashtra","+91-22-6700-0907",
"bank_42824",42824,"臺灣銀行雪梨分行","Suite 10.02, Level 10, Chifley Tower, 2 Chifley Square, Sydney, NSW 2000, Australia","+61 2 8051 5300",
"bank_42835",42835,"臺灣銀行仁武分行","高雄市仁武區八德南路139號","07-3752999","base.tw"
"bank_42846",42846,"臺灣銀行上海嘉定支行","上海市嘉定區銀翔路819弄1號2樓203室","86-21-5910-5311",
"bank_42868",42868,"臺灣銀行仰光代表人辦事處","Rose Garden Offices,Unit1&2,1st Floor,No.171,Upper Pansodan Road,Mingalar Taung Nyunt Township,Yangon,Myanmar.","95-1-371992",
"bank_42879",42879,"臺灣銀行廣州分行","中國大陸廣州市天河區珠江西路5號廣州國際金融中心主塔寫字樓第2404、2405、2406單元","86-20-8367-3000",
"bank_42880",42880,"臺灣銀行福州分行","中國大陸福州市台江區光明南路1號升龍匯金中心39樓3908室","86-0591-8361-3189",
"bank_42891",42891,"臺灣銀行臺中國際機場分行","臺中市沙鹿區中航路1段168號","04-26152668","base.tw"
"bank_42905",42905,"臺中精密園區分行","精科東路17號","04-23554777","base.tw"
"bank_42927",42927,"臺灣銀行曼谷代表人辦事處","Unit 3,22th Floor, AIA Sathorn Tower,11/1 South Sathorn Road, Yannawa, Sathorn, Bangkok 10120, Thailand","66-2-046-4926",
"bank_42950",42950,"臺灣銀行矽谷代表人辦事處","75E.Santa Clara St.,San Jose,CA95113,USA","1-626-3833898",
"bank_42961",42961,"臺灣銀行法蘭克福代表人辦事處","4th Floor, Bockenheimer Landstrase 51-53, 60325 Frankfurt am Main, Germany","+49-69-977-8876-00",
"bank_50027",50027,"臺灣土地銀行基隆分行","基隆市義一路十八號1-4樓","02-24210200","base.tw"
"bank_50038",50038,"臺灣土地銀行中和分行","新北市中和區景平路323號","02-29461123","base.tw"
"bank_50049",50049,"臺灣土地銀行南港分行","台北市南港區南港路1段364號1、2、3、5樓","02-27834161","base.tw"
"bank_50050",50050,"臺灣土地銀行台北分行","台北市博愛路72號","02-23713241","base.tw"
"bank_50061",50061,"臺灣土地銀行民權分行","台北市民權西路26號","02-25629801","base.tw"
"bank_50072",50072,"臺灣土地銀行古亭分行","台北市羅斯福路三段125號","02-23634747","base.tw"
"bank_50083",50083,"臺灣土地銀行長安分行","台北市中山區長安東路二段52號","02-25238166","base.tw"
"bank_50094",50094,"臺灣土地銀行士林分行","台北市士林區中山北路五段689號","02-28341361","base.tw"
"bank_50108",50108,"臺灣土地銀行三重分行","新北市三重區重新路二段1-8.9.10號","02-89712222","base.tw"
"bank_50119",50119,"臺灣土地銀行宜蘭分行","宜蘭縣宜蘭市中山路二段31號1至2樓","03-9361101","base.tw"
"bank_50120",50120,"臺灣土地銀行羅東分行","宜蘭縣羅東鎮公正路158號","03-9571111","base.tw"
"bank_50131",50131,"臺灣土地銀行桃園分行","桃園市桃園區中正路75號","03-3379911","base.tw"
"bank_50142",50142,"臺灣土地銀行中壢分行","桃園市中壢區中山路190號","03-4253140","base.tw"
"bank_50153",50153,"臺灣土地銀行石門分行","桃園市龍潭區北龍路49號","03-4792101","base.tw"
"bank_50164",50164,"臺灣土地銀行新竹分行","新竹市中央路1號","03-5213211","base.tw"
"bank_50175",50175,"臺灣土地銀行竹東分行","新竹縣竹東鎮東林路10號","03-5961171","base.tw"
"bank_50186",50186,"臺灣土地銀行花蓮分行","花蓮縣花蓮市中山路356號","03-8351171","base.tw"
"bank_50197",50197,"臺灣土地銀行玉裡分行","花蓮縣玉裡鎮中山路二段51號","03-8886181","base.tw"
"bank_50201",50201,"臺灣土地銀行苗栗分行","苗栗縣苗栗市中正路402號","037-320531","base.tw"
"bank_50212",50212,"臺灣土地銀行頭份分行","苗栗縣頭份市中華路932號","037-667185","base.tw"
"bank_50223",50223,"臺灣土地銀行豐原分行","臺中市豐原區中山路508號","04-25223423","base.tw"
"bank_50234",50234,"臺灣土地銀行大甲分行","臺中市大甲區鎮政路40號","04-26872001","base.tw"
"bank_50245",50245,"臺灣土地銀行台中分行","台中市自由路二段1號","04-2235021","base.tw"
"bank_50256",50256,"臺灣土地銀行南投分行","南投縣南投市中山街202號","049-222143","base.tw"
"bank_50267",50267,"臺灣土地銀行員林分行","彰化縣員林市中山路二段100號","04-8323171","base.tw"
"bank_50278",50278,"臺灣土地銀行斗六分行","雲林縣斗六市中山路72號","05-5323901","base.tw"
"bank_50289",50289,"臺灣土地銀行北港分行","雲林縣北港鎮民主路90號","05-7836111","base.tw"
"bank_50290",50290,"臺灣土地銀行嘉義分行","嘉義市中山路309號","05-2241150","base.tw"
"bank_50304",50304,"臺灣土地銀行新營分行","臺南市新營區中山路79號","06-6322441","base.tw"
"bank_50315",50315,"臺灣土地銀行永康分行","臺南市永康區中山南路20號","06-2321171","base.tw"
"bank_50326",50326,"臺灣土地銀行台南分行","台南市中西區中正路28號","06-2265211","base.tw"
"bank_50337",50337,"臺灣土地銀行高雄分行","高雄市鹽埕區大勇路131號","07-5515231","base.tw"
"bank_50348",50348,"臺灣土地銀行岡山分行","高雄市岡山區岡山路285號","07-6216102","base.tw"
"bank_50359",50359,"臺灣土地銀行美濃分行","高雄市美濃區中山路一段65號","07-6813211","base.tw"
"bank_50360",50360,"臺灣土地銀行屏東分行","屏東縣屏東市逢甲路78號","08-7325131","base.tw"
"bank_50371",50371,"臺灣土地銀行臺東分行","台東縣台東市中華路一段357號","089-310111","base.tw"
"bank_50382",50382,"臺灣土地銀行青年分行","高雄市鳳山區青年路二段281號1至4樓","07-7437640","base.tw"
"bank_50393",50393,"臺灣土地銀行金門分行","金門縣金城鎮民生路34號","082-327300","base.tw"
"bank_50407",50407,"臺灣土地銀行澎湖分行","澎湖縣馬公市三民路20號","06-9262141","base.tw"
"bank_50418",50418,"臺灣土地銀行營業部","台北市館前路46號","02-23483456","base.tw"
"bank_50452",50452,"臺灣土地銀行和平分行","台北市和平東路三段15號","02-27057505","base.tw"
"bank_50463",50463,"臺灣土地銀行潮州分行","屏東縣潮州鎮新生路12號","08-7884111","base.tw"
"bank_50474",50474,"臺灣土地銀行彰化分行","彰化縣彰化市光復路98號","04-7230777","base.tw"
"bank_50485",50485,"臺灣土地銀行中山分行","高雄市前金區五福三路87號","07-2519406","base.tw"
"bank_50496",50496,"臺灣土地銀行永和分行","新北市永和區竹林路33號","02-29270511","base.tw"
"bank_50500",50500,"臺灣土地銀行板橋分行","新北市板橋區文化路一段143號","02-29689111","base.tw"
"bank_50511",50511,"臺灣土地銀行鳳山分行","高雄市鳳山區曹公路15號","07-7460121","base.tw"
"bank_50522",50522,"臺灣土地銀行湖口分行","新竹縣湖口鄉中正路一段102號","03-5996111","base.tw"
"bank_50533",50533,"臺灣土地銀行蘇澳分行","宜蘭縣蘇澳鎮太平路17號","03-9961100","base.tw"
"bank_50544",50544,"臺灣土地銀行新興分行","高雄市新興區七賢一路480號","07-2355111","base.tw"
"bank_50555",50555,"臺灣土地銀行西台中分行","臺中市西區五權路2-4號","04-22289151","base.tw"
"bank_50566",50566,"臺灣土地銀行虎尾分行","雲林縣虎尾鎮林森路一段490號","05-6327373","base.tw"
"bank_50577",50577,"臺灣土地銀行仁愛分行","台北市仁愛路三段29號","02-27728282","base.tw"
